run,turn,assistant_chars,mean_assistant_chars_1_120,median_assistant_chars_1_120,response_budget,model_quantization,sampling_settings,source_artifact
Study 006 treatment,22,4227,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,23,3455,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,24,3156,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,25,4284,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,26,3186,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,27,2794,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,28,4415,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,29,3339,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,30,3100,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,31,4314,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,32,5103,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,33,2635,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,34,3682,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,35,2904,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,36,3952,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,37,3602,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,38,4219,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,39,3005,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,40,4326,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,41,5606,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,42,3595,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,43,4753,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,44,3677,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,45,3158,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,46,3863,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,47,4322,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,48,3404,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,49,3968,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,50,4252,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,51,3997,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,52,3758,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,53,3374,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,54,3684,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,55,1748,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,56,3365,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,57,2662,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,58,3551,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,59,3103,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,60,3360,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,61,4022,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,62,4394,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,63,3436,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,64,4925,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,65,3349,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,66,3286,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,67,4219,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,68,5983,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,69,5307,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
